ID,FIELD,RA,DEC,z_mean,AB115,AB150,AB200,AB277,AB356,AB410,AB444,AB606,AB814,AB105,AB125,AB160,galfit_FIELD,galfit_CATID,galfit_RA,galfit_DEC,galfit_F200W_MAG,galfit_F200W_MAG_ERR,galfit_F200W_RE,galfit_F200W_RE_ERR,galfit_F200W_N,galfit_F200W_N_ERR,galfit_F200W_Q,galfit_F200W_Q_ERR,galfit_F200W_PA,galfit_F200W_PA_ERR,galfit_F200W_FLAG,galfit_F356W_MAG,galfit_F356W_MAG_ERR,galfit_F356W_RE,galfit_F356W_RE_ERR,galfit_F356W_N,galfit_F356W_N_ERR,galfit_F356W_Q,galfit_F356W_Q_ERR,galfit_F356W_PA,galfit_F356W_PA_ERR,galfit_F356W_FLAG,FLUX_115,FLUX_150,FLUX_200,FLUX_277,FLUX_356,FLUX_410,FLUX_444,FLUX_606,FLUX_814,FLUX_105,FLUX_125,FLUX_140,FLUX_160
21442,3,214.79217651498251,52.86671398304183,0.30158709703574677,20.225506701440224,19.611240826031054,19.15727173614549,19.153080275479212,19.514308827123166,19.435874335027634,19.485874631468842,22.413524977392033,21.30007212304047,inf,20.053228489448422,19.604721355757885,b'       3',541,214.79217651498251,52.86671398304183,18.3797,0.001,0.876261,0.0522,1.4438,0.0053,0.2097,0.0004,-47.2645,0.0235,1,18.8929,0.001,0.767418,0.028,1.5143,0.0052,0.1948,0.0004,-47.3488,0.0189,1,29498.322503125317,51940.206219574924,78902.59840420184,79207.78885616326,56790.60157780291,61045.02360282068,58297.52903707832,3931.7872412300967,10964.05361955259,0.0,34570.7342955674,42068.40666778557,52253.0274396467
21448,3,214.7959489861949,52.869614144467356,0.31426014514070744,22.939617038035045,22.812007186609517,22.70880983046375,23.010731980243015,23.464523297318376,23.61795651609728,23.716782022460123,23.923483006962606,23.34407643020152,inf,22.983069353313013,22.896584257229577,b'       3',547,214.7959489861949,52.869614144467356,22.7859,0.0014,0.15405901,0.0055,1.8419,0.0029,0.7575,0.0026,46.951202,0.0002,0,23.5418,0.0059,0.15403199,0.0538,1.8307,0.0356,0.7384,0.0074,45.9606,1.0624,0,2421.8831451542533,2723.937417014407,2995.546515612195,2268.335073037206,1493.4499788963205,1296.6339647333143,1183.8241382432752,978.6035732849646,1668.6660417900512,0.0,2326.870741132715,2364.2237332741756,2519.8013084243707
21838,3,214.81182335978255,52.881295248250666,0.6863818768605405,23.51417915705024,23.4195603120114,23.331567831900728,23.278597955302153,23.520474070928497,23.787135659359677,23.85569727471279,24.534963561251082,23.819927001811756,inf,23.569877279135284,23.50622677134866,b'       3',948,214.81182335978255,52.881295248250666,23.328,0.0037,0.210234,0.0422,1.7387,0.0122,0.6819,0.0029,-35.0771,0.3912,0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,1426.685795101309,1556.5958748830826,1688.0016516812984,1772.3962311863154,1418.4380461059964,1109.547083657901,1041.6482537147003,557.2044491394213,1076.5375909270406,0.0,1355.3425981941339,1405.9451181636362,1437.1738004677693
21900,3,214.76636656032562,52.84780706685428,0.5210283810529113,21.80235964272356,21.469793875499597,21.21683311401411,20.98259539141896,21.37281399916449,21.534575200943525,21.561445955264404,23.04445385622659,22.322598644267465,inf,21.77880841130314,21.495023444605213,b'       3',1011,214.76636656032562,52.84780706685428,21.2085,0.0009,0.536031,0.0274,1.284,0.0035,0.226,0.0003,-31.1175,0.0217,0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,6903.290395503867,9377.400177954143,11837.684322701816,14687.97225295765,10253.553465837496,8834.254769060562,8618.300203209985,2198.965711778966,4275.240418065236,0.0,7054.6688975877105,0.0,9162.007061305747
21949,3,214.77375168755188,52.851932612833195,0.5555470911588412,20.64248310178227,20.40134697068194,20.243467971872356,20.087309277257994,20.524992070925506,20.81140068439522,20.87336501587003,22.117767871301886,21.119042493044923,inf,20.623907802623155,20.425591940613067,b'       3',1060,214.77375168755188,52.851932612833195,20.069,0.0015,0.572625,0.0501,3.0785,0.0068,0.7374,0.0009,-33.1839,0.1364,0,20.3823,0.0009,0.539223,0.0293,2.7984,0.0048,0.7234,0.0008,-31.742,0.1086,0,20091.240820384854,25087.721027469084,29014.347702728417,33502.42850710584,22387.374878909595,17196.486624507703,16242.54182098662,5162.8897547118995,12953.376916511577,0.0,20437.928663157465,0.0,24533.709793901133
21953,3,214.7741276296613,52.8514113788578,0.5957227472493949,22.84928506182774,22.583821180656614,22.399476303141874,22.237443648875562,22.69378654188558,22.991020090825977,23.04582536915805,24.666109760271365,23.47406968261948,inf,22.78933120428044,22.603117150872357,b'       3',1064,214.7741276296613,52.8514113788578,22.6329,0.0027,0.261975,0.0376,1.2009,0.0104,0.5635,0.002,45.021606,0.2661,0,22.9422,0.0022,0.255171,0.0277,1.0683,0.0105,0.5731,0.0021,47.115997,0.2604,0,2632.0005474180803,3361.0233352044233,3982.992409319057,4624.050201998292,3037.2838664268775,2309.8935367349127,2196.189709805153,493.8056968216549,1480.3763112017589,0.0,2781.426053074792,0.0,3301.8180674750934
22004,3,214.80895684582597,52.87624753453232,0.7327042512667481,19.69174570639038,19.29618427893124,18.958232414323,18.76705428833927,18.909576331494996,19.174997826832684,19.316431678940774,22.175603905624627,20.52473279148604,inf,19.61017370822258,19.30439548615487,b'       3',1116,214.80895684582597,52.87624753453232,18.6636,0.0014,0.760746,0.0847,7.8504,0.015,0.9651,0.0007,58.325996,0.6182,0,18.7373,0.0007,0.619869,0.0333,5.4155,0.0074,0.9592,0.0006,44.392197,0.4173,0,48228.27375941902,69426.66253322766,94777.88963201361,113025.98087435948,99121.86559559921,77624.86703362523,68143.95382124122,4895.06471500967,22392.721738599863,0.0,51991.280841241605,60729.313757323616,68903.58294350661
22026,3,214.8078519918765,52.87491209902053,0.4701513106930808,22.09737304809292,21.951402028986614,21.86104091531488,21.912372101382324,22.316071405499308,22.463612294813096,22.51769118937444,22.85290178486233,22.374689079137777,inf,22.136197294546058,22.00424296568754,b'       3',1140,214.8078519918765,52.87491209902053,21.9272,0.0024,0.470463,0.0559,1.3316,0.005,0.8803,0.002,-32.7972,0.7039,0,22.3747,0.0024,0.477237,0.0554,1.4116,0.0054,0.8821,0.002,-34.391,0.699,0,5260.787756220585,6017.819931554566,6540.088630544432,6238.083151377766,4301.0197598033365,3754.525705390565,3572.099308302888,2623.2476112034915,4074.969554690615,0.0,5075.993790899409,5401.472097570224,5731.955547897119
22059,3,214.8308750060879,52.892343017992395,0.6882559718183472,21.605489503744217,21.254121455343455,20.869018048677496,20.591402171714243,20.67779603830268,20.929222004493496,21.023844099776674,23.37640831092835,22.390551447561094,inf,21.59891060632782,21.306095689624804,b'       3',1173,214.8308750060879,52.892343017992395,21.913,0.0073,0.46119,0.0291,0.2673,0.0022,0.4249,0.0008,2.120201,0.0688,1,20.9335,0.0038,0.379011,0.0313,0.8143,0.0043,0.5174,0.0004,1.7090988,0.0565,0,8275.689704442628,11438.03491370703,16307.702517765616,21059.06724258222,19448.297294171287,15428.05570248139,14140.421660012427,1619.7078074887986,4015.8679231826927,0.0,8325.987556250455,9558.456414468914,10903.394459848154
22147,3,214.82105785285665,52.88584843775471,0.2779843392804832,23.480175097317925,23.4096248247928,23.47609006547003,23.7880200944758,24.064692738385915,24.122531095352336,24.09564862524985,23.4602057130835,23.506273414228474,inf,23.500622868965177,23.524533891509634,b'       3',1264,214.82105785285665,52.88584843775471,23.5295,0.0055,0.463632,0.1295,1.075,0.0122,0.4668,0.0025,-14.124298,0.2945,0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,1472.075080872398,1570.905535608152,1477.6241271965914,1108.6436203507892,859.2566553633884,814.680951323743,835.1039731120409,1499.4007190049454,1437.1120612674972,0.0,1444.6107835845755,1300.5321606342623,1413.1440796955321
22165,3,214.74797965290404,52.836850865862075,0.44281336243113834,22.858144742672437,22.668906411776398,22.54592092338485,22.551976745205927,23.04595402533041,23.149680552178058,23.117316257723836,23.584226531772607,23.15021301275462,inf,22.8709017771315,22.73652359609934,b'       3',1282,214.74797965290404,52.836850865862075,22.5919,0.0012,0.18519899,0.0099,0.8563,0.0045,0.3455,0.0007,56.684303,0.0555,0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,2610.6106352390584,3107.688175160772,3480.4197997384795,3461.061384653638,2195.9294839598265,1995.8494520406232,2056.2385497338614,1337.5480338223485,1994.8708988676478,0.0,2580.1163398486597,2675.434632630202,2920.051839770868
22203,3,214.79443434086508,52.869760383645584,0.28093956626117816,20.636025317012773,20.472408033922957,20.352347100972658,20.635346432438997,21.05239759566053,21.056996950695236,21.1533779381622,21.50011096152435,21.018373217634615,inf,20.68607971202705,20.564813430232434,b'       3',1322,214.79443434086508,52.869760383645584,20.1784,0.002,1.1185349,0.0744,1.5958,0.0027,0.7653,0.0005,84.7941,0.0307,0,20.9072,0.0026,1.065711,0.1263,1.3471,0.0048,0.8052,0.0017,81.2605,0.3851,0,20211.096385193447,23498.31852311031,26245.881255304295,20223.737846438096,13773.393705003316,13715.17077855272,12550.14734655858,9119.176372120537,14211.853203588802,0.0,19300.480231512385,20396.93938388309,21581.152215666938
22490,3,214.75630588975943,52.836973178763444,0.8841169790383845,21.337998429498423,20.90169235196243,20.53935981303944,20.235132661387844,20.262013306752507,20.362465861421114,20.498360929896204,24.36173214805625,22.531878402685834,inf,21.275052576979483,20.955252862189244,b'       3',1622,214.75630588975943,52.836973178763444,20.5638,0.0008,0.150348,0.0104,5.0384,0.0196,0.2674,0.0006,-5.6497993,0.0327,0,20.3058,0.0005,0.145602,0.0089,4.409,0.017,0.2833,0.0005,-5.816002,0.0345,0,10587.675646044194,15824.247219526404,22093.070315413548,29237.95110200672,28522.965544181206,26002.41320729874,22943.286485037504,653.5926215565851,3525.72665453981,0.0,11219.64121663279,13036.358611776914,15062.562262675972
22516,3,214.75265083009296,52.83410993965468,0.7630830305033334,21.64682271309962,21.25605747494643,20.934524269706337,20.65885165637307,20.872678056397078,21.043374273511706,21.218053282168327,23.953662620931276,22.529954032883612,inf,21.590055845488372,21.30432348149444,b'       3',1648,214.75265083009296,52.83410993965468,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,20.8623,0.0003,0.149784,0.002,3.4781,0.0044,0.7657,1e-04,-53.529,0.0075,0,7966.561529718678,11417.65747000751,15352.89543732429,19790.61715033565,16252.821941111964,13888.338422908892,11824.388411389407,951.7764431389046,3531.9812292281295,0.0,8394.168095054201,9458.639519579505,10921.206210987142
22663,3,214.74988508559403,52.83286459231765,0.5484971009569803,22.87272413433188,22.481315305617905,22.123650676522175,21.829226322008715,22.10383409570016,22.428600824286427,22.45578743348443,24.67648057757019,23.55154112609374,inf,22.85291077400184,22.49172777659252,b'       3',1800,214.74988508559403,52.83286459231765,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,2575.789368138411,3693.8042593880105,5134.991504126509,6734.5637942416515,5229.574589422826,3877.570210792447,3781.6821758643405,489.1113816223708,1378.4262962628052,0.0,2623.2258926303953,3001.740053650942,3658.549112239645
22706,3,214.78117264451424,52.85361292861827,0.48587860785322534,22.377263731460957,22.257655853317182,22.21341526345447,22.18619888944468,22.67073341623836,22.85208077036553,22.916258426343372,23.010742979808708,22.54378499434172,inf,22.39220897050945,22.313724451579468,b'       3',1846,214.78117264451424,52.85361292861827,22.1361,0.0028,0.5259,0.0732,1.6202,0.0062,0.6674,0.0016,-3.9654007,0.2185,0,22.6113,0.0022,0.51462597,0.0588,1.7269,0.0061,0.6469,0.0013,-6.634899,0.1647,0,4065.31785477628,4538.76459728228,4727.5256582257425,4847.529316187675,3102.4631621807353,2625.2320147975183,2474.5522563852865,2268.3120927090677,3487.27344130084,0.0,4009.7418357831366,0.0,4310.327005010133
22777,3,214.7507575521647,52.83306758215616,0.6429411993937744,19.95001991664919,19.4924979766922,19.146815055365515,18.919028717283517,19.24035114988961,19.604016862632566,19.646265596838425,22.430313636515166,20.82637886758534,inf,19.876840179503333,19.523240171295534,b'       3',1919,214.7507575521647,52.83306758215616,18.9342,0.0011,0.54333,0.0498,6.8614,0.0124,0.9472,0.0007,34.2899,0.3205,0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,38018.24222237693,57942.97762137465,79666.1771834425,98262.65924098442,73090.26559844102,52286.943453457665,50291.40413281796,3871.4579399817744,16960.882791653374,0.0,40669.040681016086,48117.40087151835,56325.35420412748
23296,3,214.8237482733686,52.881533833996116,0.6486090794323192,23.108627007268808,22.96265156189348,22.853143693213006,22.760307457881325,23.032669452059835,23.32389832950674,23.372225993015416,24.322629624629148,23.49396404719679,inf,23.129063114182593,22.99255748286977,b'       3',2453,214.8237482733686,52.881533833996116,22.7791,0.0012,0.24652499,0.0107,1.7122,0.0026,0.8267,0.0003,-81.6203,0.0093,0,23.0127,0.0019,0.22675799,0.0243,1.4787,0.0085,0.8327,0.0025,-83.4962,0.5905,0,2072.760849652096,2371.042700024277,2622.6632014630354,2856.781447811002,2222.96292327476,1699.9676940994643,1625.9590468689476,677.5606097043044,1453.497807892438,0.0,2034.1114962422291,2061.2294631237455,2306.6250642688406
23335,3,214.8084198052926,52.87068540985328,0.8185292352557665,20.91518593914393,20.435976096532663,20.031465753987476,19.76982807641579,19.823398828683942,19.980867369104175,20.177523005852194,23.88770934590053,21.956673450877087,inf,20.885104638541662,20.494456661328577,b'       3',2493,214.8084198052926,52.87068540985328,19.9969,0.0,0.30819,0.0006,2.662,0.0003,0.2974,0.0,36.1892,1e-04,0,19.8162,1e-04,0.304611,0.0009,2.3332,0.0006,0.2805,0.0,36.1445,0.0002,0,15628.799667111876,24300.183961733896,35270.66909214987,44881.64532577823,42720.90739140046,36953.285073174564,30831.22620738849,1011.384425673758,5988.6732721282315,0.0,16067.863904541013,19747.786085483032,23025.93824012603
23384,3,214.76794979028824,52.841296255448505,0.30390222357124663,23.41598832332853,23.30176546764497,23.296662866985983,23.535954171904585,24.053333021325574,24.194094568302383,24.152691460411738,23.960706920525958,23.655334467776456,inf,23.482370446627467,23.34654052681305,b'       3',2543,214.76794979028824,52.841296255448505,23.3268,0.0164,0.695988,0.4959,1.4463,0.0259,0.6739,0.0095,72.1641,1.4534,0,24.0509,0.0118,0.724896,0.3988,1.688,0.0239,0.6794,0.0076,71.222305,1.065,0,1561.7253889254519,1734.9773638232907,1743.1503731322407,1398.3578708371963,868.2939829174763,762.7147982400228,792.3615918839544,945.6212688941913,1252.755196479484,0.0,1469.1015648883542,0.0,1664.8832702464545
23429,3,214.74673354116612,52.825666780028456,0.5940079833073966,22.404092542727405,22.218272348421934,22.040875848537468,21.846358582021153,22.193432429847576,22.438194262400607,22.46567649629323,23.566056616674153,22.836447068283302,inf,22.474613940188817,22.280627964340624,b'       3',2590,214.74673354116612,52.825666780028456,22.0023,0.0013,0.30633,0.0226,1.2664,0.0052,0.3899,0.0007,65.53,0.0663,0,22.1872,0.0008,0.292371,0.0129,1.1034,0.0038,0.3826,0.0005,65.2421,0.0487,0,3966.093815047723,4706.424114863319,5541.784843964645,6629.130479215222,4815.340787125848,3843.459375544913,3747.394382967152,1360.1203963260525,2663.3066451686905,0.0,3716.6736093882014,4124.6218387573945,4443.741775332311
23734,3,214.81084675521274,52.870425566485,0.8991521673658127,23.535196211128476,23.430033145867856,23.18073714116031,23.041483969533914,23.038555707889312,23.196597181038655,23.216724023491807,24.792398703128825,23.955246877014083,inf,23.59432353594393,23.449124137775343,b'       3',2910,214.81084675521274,52.870425566485,23.5384,0.0032,0.34893298,0.0223,0.6937,0.0017,0.873,0.001,-71.606,0.5458,0,23.4765,0.0006,0.42740697,0.0036,0.417,0.0004,0.5143,0.0,-85.179794,0.001,0,1399.3344160245326,1541.6533879081119,1939.5685950935301,2204.9889235195587,2210.943868526047,1911.4420135578598,1876.335047082609,439.58262564570884,950.3886676832072,0.0,1325.1669185471683,1475.2922991472508,1514.7827292792895
23776,3,214.8012540765932,52.86468173245499,0.8191340231313182,22.442582440378683,21.99821427328661,21.654662908474613,21.384666591201462,21.480881572216937,21.66001673249974,21.84163438817182,25.23428247708908,23.436934112287876,inf,22.38247962413607,22.03813362719273,b'       3',2954,214.8012540765932,52.86468173245499,21.616,0.0013,0.154848,0.0134,3.2824,0.0143,0.5147,0.001,27.1128,0.096,0,21.4589,0.0011,0.146706,0.0103,3.5327,0.0179,0.5079,0.0012,28.088097,0.097,0,3827.956763864664,5763.871508167502,7909.241502945013,10142.227863187458,9282.1241121337,7870.336604670766,6658.037620056818,292.60854807124525,1531.8856752876645,0.0,4045.834843895121,4746.853250965975,5555.799305220632
23782,3,214.76525449851462,52.83724813551427,0.806172724733033,22.120181331337008,21.620329803753904,21.229899761471664,20.882814264414137,21.03398913994046,21.176717702884726,21.354743753951933,24.85245725523704,23.17434371865192,inf,22.02745293616109,21.64597663888034,b'       3',2961,214.76525449851462,52.83724813551427,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,5151.4260222886005,8163.343635724965,11696.07367809229,16101.795041263878,14008.909962749558,12283.239471504925,10425.634571498827,415.92698495988043,1951.0235541493464,0.0,5610.7229652924825,6834.043434813368,7972.771997062387
24064,3,214.8069155870634,52.86657036766194,0.804911094565389,20.703491221484278,20.229184076982715,19.847917163844304,19.60592670783447,19.673316587223823,19.844155850329777,20.035589150494367,23.56742026861229,21.738718841194967,inf,20.631589806467854,20.27536828568998,b'       3',3261,214.8069155870634,52.86657036766194,19.7373,0.0011,0.300552,0.0265,5.8467,0.0128,0.8236,0.0008,24.913101,0.1569,0,19.5538,0.0009,0.30418497,0.0216,6.1392,0.0141,0.8229,0.0008,39.495003,0.1431,0,18993.434849406454,29398.581044456656,41766.98578233262,52195.04986949779,49053.88008762887,41911.929978065185,35136.97258578943,1358.4131984349756,7320.023301354789,0.0,20293.832776299856,24357.252979343168,28174.27087592479
24076,3,214.80390885667416,52.86366860364217,0.6497654426884214,21.732454141084368,21.510303922845154,21.282630949940334,21.07710549298092,21.29971551691763,21.590282329960466,21.6264274230044,22.906554244402216,22.182058827035284,inf,21.732439127199346,21.516432801884548,b'       3',3274,214.80390885667416,52.86366860364217,21.3099,0.0012,0.38783398,0.0219,0.7751,0.0031,0.5891,0.0008,-65.6928,0.1126,0,21.3335,0.001,0.372804,0.0174,0.8084,0.0031,0.6054,0.0007,-65.7305,0.1021,0,7362.381937886976,9033.965565934117,11141.60147354133,13463.494671825873,10967.655314690746,8392.417254983286,8117.62585840687,2496.7686479806866,4866.048902778706,0.0,7362.483747810691,8168.2105971528335,8983.113340708385
24173,3,214.78217134868015,52.847763457284216,0.7533971988258419,23.365020050395287,23.352899120328562,23.260749231272115,23.092275793878006,23.35349389495417,23.604279121381683,23.700864573262574,24.013866133454925,23.522311863856277,inf,23.359389829038225,23.39855571535785,b'       3',3377,214.78217134868015,52.847763457284216,23.3686,0.0052,0.353934,0.0989,1.0923,0.0145,0.3437,0.0021,-59.1387,0.214,0,23.4385,0.0042,0.35883,0.0841,1.2039,0.015,0.3781,0.0021,-59.4131,0.2108,0,1636.7862944582282,1655.1614086491113,1801.77396610226,2104.2129179648655,1654.254946832716,1313.071428350805,1201.3074508363038,900.4374442308392,1416.0391296652372,0.0,1645.2961004799943,0.0,1587.0028762327759
24296,3,214.83813648474256,52.886711516040954,0.5234661004043886,23.205312222082778,23.081706094782785,23.024661239903033,23.08531598669484,23.470596128376982,23.712718456984184,23.742297051812088,23.885243503017463,23.342585998453238,inf,23.240862884346363,23.11031622817405,b'       3',3512,214.83813648474256,52.886711516040954,23.2977,0.0015,0.43622398,0.0223,1.0227,0.0073,0.882,0.0026,16.126198,0.1554,0,23.5652,0.0053,0.527361,0.1316,1.2683,0.011,0.822,0.0047,20.395897,1.1741,0,1896.1605692821915,2124.797575257049,2239.4197499910265,2117.7447087770724,1485.1200065323885,1188.263117335821,1156.328365421453,1013.6840166969171,1670.9582566384904,0.0,1835.079341960237,1735.0723352398943,2069.5384936118867
24398,3,214.8393428809567,52.8881900656976,0.2879045706759133,23.84911840637457,23.777903399678024,23.804367797207703,24.15660250222542,24.50874665707814,24.61348924367935,24.756330077293622,24.213583282044596,23.98374717341731,inf,23.794703349582466,23.69753185982821,b'       3',3616,214.8393428809567,52.8881900656976,24.9833,0.4193,0.92292,13.8222,2.8573,0.4844,0.7868,0.0434,-8.369801,2.6834,1,26.2347,9.3638,7.702227,2037.4143,0.2,0.2324,0.01,0.07457,41.313507,0.4107,2,1047.979138402125,1119.0220393616503,1092.0760457070328,789.5124794936071,570.8228337011658,518.3275614303463,454.43101990758544,749.1463832876593,925.7657952367932,0.0,1101.8403188841178,1222.3329284348804,1205.0005803325962
24506,3,214.81009208136047,52.866639568590415,0.5870659357900667,23.77445801551721,23.788274574708478,23.786514932865618,23.78103159902249,24.15397353418814,24.379686443046083,24.41079354119041,24.36439492357761,23.813429779725197,inf,23.97314121003454,23.864305917302374,b'       3',3727,214.81009208136047,52.866639568590415,23.998,0.0003,0.26932198,0.003,1.3649,0.0007,0.3613,0.0,80.763504,0.0003,0,24.2598,0.0003,0.29416198,0.0054,1.7718,0.0013,0.3635,1e-04,80.1169,0.0009,0,1122.5786902008094,1108.3838014145308,1110.1816044387108,1115.8025777486494,791.4264969082245,642.8733501658772,624.715934467062,651.9916451551753,1082.9990810336656,0.0,934.8534088500047,1115.906246087385,1033.4218341333224
24519,3,214.75026854367752,52.824095020107876,0.3681235127016226,20.36557154002613,20.139034660368768,19.99306904896424,20.11110313909852,20.644294655223433,20.767879630164842,20.713562955485553,21.380210619787714,20.769445004119106,inf,20.35418440056663,20.19404029989746,b'       3',3740,214.75026854367752,52.824095020107876,19.9911,0.0011,0.866097,0.0476,0.9145,0.0026,0.7801,0.0009,20.959099,0.2303,0,20.5899,0.0014,0.888321,0.0634,0.991,0.0033,0.8033,0.0012,17.933197,0.3005,0,25928.141251893263,31943.76747280195,36540.32286648892,32776.21081843053,20057.74648772589,17899.79874018062,18818.05865204533,10183.938127189016,17874.010073184232,0.0,26201.505126790005,28646.537321007676,30365.740761011344
24572,3,214.78340637437591,52.84706304250337,0.7540075367434708,21.482381349540304,21.365416552276386,21.143391026383206,20.887325845287954,21.084142921345336,21.314074538133696,21.419699591369323,22.62840079703004,21.890269811509533,inf,21.478388252783624,21.365665535582792,b'       3',3794,214.78340637437591,52.84706304250337,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,21.0867,0.0002,0.31640399,0.0038,1.4656,0.0007,0.9445,1e-04,65.4985,0.0033,0,9269.311139074682,10323.652537326094,12666.119743045556,16035.025757526046,13376.51039753478,10823.561389735502,9820.19617077343,3225.8166648734245,6366.372933261945,0.0,9303.464373415743,-0.0069704438473169525,10321.285367080238
24575,3,214.76599385297874,52.83497191352194,0.6136912487838733,23.085798765833555,22.986871929269917,22.885897896921836,22.73903377082911,23.109333220871555,23.34886584931897,23.38606178036534,23.862101393296555,23.325790859632257,inf,23.23611397063761,23.034815441193707,b'       3',3797,214.76599385297874,52.83497191352194,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,23.0687,0.0021,0.113603994,0.0143,2.7063,0.0298,0.6131,0.0028,87.9079,0.2835,0,2116.8032501733014,2318.7355915395474,2544.7249108694164,2913.3086053680054,2071.413067439254,1661.3214033783636,1605.3705356978276,1035.522268545512,1697.0070875295107,0.0,1843.1233951462948,2033.6253753555159,2218.573511840073
24678,3,214.83352467683926,52.88244689510958,0.6164881210033608,22.096506509864817,21.964502525134524,21.849986529901805,21.761056050051184,22.063617465525233,22.34526155689734,22.410093818836508,23.106594676970193,22.40819797483919,inf,22.167288071048475,22.024257369901925,b'       3',3904,214.83352467683926,52.88244689510958,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,21.9988,0.0011,0.215316,0.015,2.7,0.0076,0.6722,0.0012,34.5512,0.1349,0,5264.988125821451,5945.64520494807,6607.016448981359,7170.96462310856,5426.914929648041,4186.926887245077,3944.2321835761186,2076.6443710138888,3951.1253692110495,0.0,4932.700778085749,5378.381727197834,5627.260912548766
24756,3,214.82998591879795,52.87950059265666,0.45892046697048205,22.97890584499529,22.830645102816685,22.703445287797585,22.80978112102804,23.272934774414498,23.46897338608877,23.48358978014701,23.945584782582998,23.345171365991185,inf,22.970766634447948,22.896610702868998,b'       3',3984,214.82998591879795,52.87950059265666,22.6307,0.0015,0.629034,0.0283,1.1496,0.0019,0.7179,0.0,46.7726,0.0021,0,23.2188,0.0038,0.614442,0.1132,1.1275,0.0076,0.7084,0.0025,47.914093,0.4273,0,2335.8107992710898,2677.5769385592434,3010.383915507479,2729.5279864956196,1781.6651709551884,1487.3413277834522,1467.4526198879787,958.8840329954955,1666.9840851691592,0.0,2353.386978969044,2412.075517101365,2519.7399335296523
24921,3,214.841285841398,52.886675926723875,0.2754718036588083,22.82685310940719,22.73981784695536,22.651570749612,22.99758273357083,23.405092115203686,23.559231995880307,23.659124251512885,23.552778012358814,23.11814484649378,inf,22.85159819296991,22.787314316889706,b'       3',4155,214.841285841398,52.886675926723875,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,25.2384,0.0209,0.51554996,0.146,0.2,0.009,0.1933,0.0027,-41.8388,0.113,1,2686.944872771427,2911.2054875808208,3157.7060569573096,2295.9736872532503,1577.4774288839274,1368.69664168933,1248.3900523859445,1376.8568673729972,2054.6699125244495,0.0,2626.3991115650756,2672.805877253846,2786.5976931133373
24974,3,214.8125821364192,52.866024810671036,0.7928466161425941,23.399374022670433,23.169823472413206,22.96564899521039,22.768399820582093,22.864161528375003,23.037771984800976,23.18007533939226,25.065111632851238,23.951498370214964,inf,23.421108607648204,23.22009292808982,b'       3',4211,214.8125821364192,52.866024810671036,22.9845,0.0037,0.24403201,0.05,1.9704,0.0131,0.6166,0.0023,68.2569,0.2037,0,22.9088,0.002,0.23627698,0.0244,1.9859,0.0087,0.594,0.0017,64.8975,0.1469,0,1585.8072204329362,1959.1631838713763,2364.5058994330384,2835.568033735744,2596.1835191893997,2212.540382749716,1940.7512039136182,341.94428279669603,953.675557524959,0.0,1554.3776997985024,1284.178094886905,1870.5220356571376
24998,3,214.815356891984,52.87097161283426,0.47979941924265646,19.662290753270167,19.23518467833996,18.92784505338436,18.816179098688103,19.161487136946903,19.33808499552582,19.38285294622917,21.359801731201316,20.312721956602118,inf,19.585755141220524,19.260191553713014,b'       3',4235,214.815356891984,52.87097161283426,18.8541,0.0008,0.575817,0.036,3.5828,0.0072,0.3666,0.0004,-56.6736,0.0301,0,19.1084,0.0008,0.47061,0.0255,4.6034,0.0108,0.3618,0.0004,-56.4667,0.0259,0,49554.56848321166,73438.89416185005,97467.98294787793,108026.01622911145,78596.85080753789,66798.3910332045,64100.1168943569,10377.17898581312,27221.44764267466,0.0,53173.83009131903,-0.3875793190034729,71766.7663797087
