ID,FIELD,RA,DEC,z_mean,AB115,AB150,AB200,AB277,AB356,AB410,AB444,AB606,AB814,AB105,AB125,AB160,galfit_FIELD,galfit_CATID,galfit_RA,galfit_DEC,galfit_F200W_MAG,galfit_F200W_MAG_ERR,galfit_F200W_RE,galfit_F200W_RE_ERR,galfit_F200W_N,galfit_F200W_N_ERR,galfit_F200W_Q,galfit_F200W_Q_ERR,galfit_F200W_PA,galfit_F200W_PA_ERR,galfit_F200W_FLAG,galfit_F356W_MAG,galfit_F356W_MAG_ERR,galfit_F356W_RE,galfit_F356W_RE_ERR,galfit_F356W_N,galfit_F356W_N_ERR,galfit_F356W_Q,galfit_F356W_Q_ERR,galfit_F356W_PA,galfit_F356W_PA_ERR,galfit_F356W_FLAG,FLUX_115,FLUX_150,FLUX_200,FLUX_277,FLUX_356,FLUX_410,FLUX_444,FLUX_606,FLUX_814,FLUX_105,FLUX_125,FLUX_140,FLUX_160
2233,1,214.96095028432276,52.97755038735685,0.3777718387856418,22.376639003602186,22.291082777765816,22.2215052663589,22.324173889127422,22.852675402609574,23.01245314008898,23.038791277313084,23.018171897573882,22.64426702416668,inf,22.364599952424193,22.32798808743774,b'       1',2391,214.96095028432276,52.97755038735685,22.289,0.0032,0.52342194,0.0769,1.3956,0.0061,0.6868,0.0019,-23.2272,0.2996,0,22.8895,0.0034,0.545709,0.0831,1.4525,0.0067,0.6687,0.0018,-22.6957,0.2619,0,4067.657693973661,4401.157280828786,4692.4309806924375,4269.042165302954,2623.794630467225,2264.7420507837014,2210.4642176925913,2252.844629108998,3179.0194887452676,0.0,4113.012401881256,4103.885771068987,4254.071304324531
2313,1,214.99389447035279,52.99996558478439,0.6350312300565664,20.944365369841453,20.575349056428276,20.302116965849848,20.10126388537415,20.32835190559604,20.695219114260595,20.772825631781757,23.154573272312433,21.720010271882792,inf,20.883225479887095,20.61252186602115,b'       1',2474,214.99389447035279,52.99996558478439,20.1151,0.0018,0.37463397,0.0555,8.0,0.0235,0.74,0.0009,-71.0344,0.1112,0,20.1348,0.0014,0.370788,0.0433,8.0,0.0216,0.7672,0.0008,-66.2508,0.1122,0,15214.365738624301,21372.74860449543,27488.637468028293,33074.5882155463,26832.382593700993,19138.69644773095,17818.442802090125,1986.8756671016547,7447.249282135547,0.0,16095.697746631688,18629.217297740503,20653.385608160766
2683,1,214.97954003994985,52.988842854492326,0.8146958793988979,23.526642721530465,23.482276811492852,23.300193962303187,23.18633738560812,23.224406888563294,23.395208274665357,23.524569508715686,24.722992489864712,23.96449133409201,inf,23.62196894735014,23.507402151963134,b'       1',2861,214.97954003994985,52.988842854492326,23.4385,0.0019,0.146091,0.0149,0.8668,0.0076,0.4622,0.0013,39.0895,0.1543,0,23.3044,0.0009,0.139938,0.0093,1.1448,0.0082,0.4698,0.0014,38.770897,0.1175,0,1410.4019878253462,1469.2282673543866,1737.490405514295,1929.5900266559102,1863.1046277324024,1591.9033260396773,1413.097722746126,468.6007766512661,942.3309738783905,0.0,1291.8509861201464,1301.0117514065644,1435.6188074610916
2720,1,214.95441695319212,52.969919529139624,0.39200590967947385,19.23475759537019,18.72808892007764,18.40475220265717,18.27206783141283,18.770819092246988,18.85992630803134,18.690522514158943,20.943084779942012,19.976671282105315,inf,19.109060067478648,18.731553194078074,b'       1',2900,214.95441695319212,52.969919529139624,18.3866,0.0005,0.39877498,0.0117,1.9531,0.0034,0.6771,0.0005,-76.1743,0.0619,0,18.78,0.0004,0.367926,0.0085,1.9033,0.003,0.6658,0.0004,-76.4082,0.0555,0,73467.78761720732,117155.97210942995,157797.1368674607,178308.83702357617,112634.74057539561,103759.88381783587,121280.50435365817,15232.32116602491,37096.3762001126,0.0,82485.18884084198,100083.0863978473,116782.75660621854
2745,1,214.92875480347382,52.9524777644876,0.4417696622385461,22.0073654479232,21.810283577735312,21.689216805589293,21.713019007728107,22.2284155965474,22.36293107907782,22.371496103613545,22.98509261484585,22.371152815265628,inf,22.01357298900828,21.882059257952143,b'       1',2926,214.92875480347382,52.9524777644876,23.4303,0.013,0.342228,0.0869,0.6705,0.006,0.3802,0.0024,-64.4702,0.175,1,23.4706,0.0134,0.35984698,0.0534,0.6692,0.0042,0.4616,0.0027,-64.6401,0.1347,1,5715.494627177073,6853.0921076316545,7661.490682707223,7495.358277298326,4662.660144045849,4119.3393299223335,4086.971023186748,2322.5386720478623,4088.2634470275734,0.0,5682.910342842696,6257.358562519425,6414.699210308387
2817,1,214.99135098512943,52.99652218735476,0.4657538947501275,22.42147217611012,22.176534122592912,22.00842402807108,21.988654014144487,22.388924681336793,22.54463364851245,22.559065182177996,23.504691919194013,22.846181545433176,inf,22.431850377377884,22.234196033935593,b'       1',3000,214.99135098512943,52.99652218735476,21.9786,0.0011,0.311388,0.0204,1.3548,0.0043,0.3685,0.0005,11.016701,0.0508,0,22.3775,0.0008,0.314919,0.0155,1.2249,0.0041,0.345,0.0005,10.7612,0.0435,0,3903.1130424611574,4890.872608146207,5709.924802214959,5814.848369242272,4021.889436368033,3484.548716075571,3438.538783403041,1439.2068994656258,2639.534737108339,0.0,3865.982190723093,4141.623280270701,4637.902200502668
3011,1,215.00645471342912,53.00607891072162,0.6972414134080578,23.296336523808968,23.212170603252975,23.084383175177575,23.002489512025242,23.224557255270447,23.485052800343993,23.569961744345676,24.365909615956493,23.647270385697556,inf,23.32804447972253,23.25246262608895,b'       1',3208,215.00645471342912,53.00607891072162,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,23.2172,0.0018,0.557493,0.0515,1.1771,0.0063,0.2495,0.0007,-70.8418,0.0517,0,1743.6743961220598,1884.2206482256406,2119.5649534159907,2285.620881867632,1862.8466189192975,1465.476571757861,1355.2371629656295,651.0826967172472,1262.094417362801,0.0,1693.488329560888,1020.6630775415778,1815.5781586984267
3148,1,214.9533257057292,52.96842533080591,0.6554454022318152,21.89040873107261,21.734274801697893,21.561763735854257,21.34746393348979,21.64687671820976,21.938608671092766,21.974863133255386,22.961071344636117,22.261593637480154,inf,21.885370076040093,21.74542659720298,b'       1',3358,214.9533257057292,52.96842533080591,21.5413,0.0012,0.23342699,0.0181,1.4462,0.0052,0.9247,0.0017,15.599197,0.8339,0,21.6413,0.0007,0.218805,0.012,1.4195,0.0045,0.9373,0.0013,14.501404,0.7872,0,6365.558410208732,7350.046375912519,8615.778110132098,10495.772934392498,7966.165278464373,6089.148022718492,5889.178890357366,2374.496108395456,4522.333070164534,0.0,6395.168173400721,6666.226680737319,7274.939083473181
3296,1,214.95781688865907,52.96993507448183,0.4486993199456979,20.94633277542938,20.671969239166696,20.49902648176956,20.411799715455267,20.918398024037536,21.09667886354876,21.101971055830884,22.176929468358495,21.418985608940893,inf,20.880329002045297,20.677873881636746,b'       1',3516,214.95781688865907,52.96993507448183,20.3947,0.0012,0.748773,0.0473,1.5175,0.0032,0.599,0.0007,-16.800999,0.0861,0,20.83,0.001,0.738435,0.0401,1.4478,0.0028,0.5932,0.0006,-16.7663,0.0761,0,15186.821548276876,19552.950658150025,22929.226653576985,24847.35207751049,15582.631135645146,13222.953009408095,13158.65733720451,4889.092034030155,9826.65607637083,0.0,16138.694446450972,17907.38565926659,19446.902972026917
3348,1,215.01801082076614,53.01401958852024,0.7764589427593069,22.642194733511936,22.751960014859634,22.652776345819355,22.578117615382666,22.68629933462141,22.937820655800564,23.042939066697336,23.34346153441202,22.858781521417868,inf,22.724210235780873,22.787956739309344,b'       1',3571,215.01801082076614,53.01401958852024,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,3185.092919200674,2878.829829493113,3154.2017014612416,3378.725844713323,3058.3012776127734,2425.8935382340915,2202.035789889259,1669.6113416904427,2609.0799743252655,0.0,2953.356716399731,2690.0774751824706,2784.9493707005063
3364,1,215.0202800969028,53.013273925435264,0.8843185754403041,21.450063764989117,21.279441200897164,21.053126437340328,20.89364962237594,20.886569634207312,21.024860273732088,21.180949043361977,23.07684007049101,22.058644683524726,inf,21.44953834727427,21.307004233183747,b'       1',3587,215.0202800969028,53.013273925435264,20.9602,0.0023,1.056546,0.1022,1.123,0.0031,0.6196,0.001,-53.5843,0.1556,0,20.8535,0.0016,0.9952499,0.0645,1.1043,0.0027,0.6097,0.0007,-52.3905,0.0782,0,9549.365012160775,11174.382150791907,13764.150893802398,15941.902587152075,16046.197981398174,14127.193395182554,12235.462284273235,2134.3418093564464,5451.827758852793,0.0,9553.98733178803,10305.905380005406,10894.274320753555
3421,1,215.00340350030066,53.00205545213761,0.581032795397876,22.65802405390866,22.55711972802633,22.50335525835667,22.456281462028635,22.82158988922103,23.02760852125617,23.10301472564808,23.44138607062724,22.903002844269558,inf,22.734718534467532,22.604108686275215,b'       1',3646,215.00340350030066,53.00205545213761,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,22.7661,0.0028,0.582378,0.0812,1.2285,0.0065,0.4642,0.0012,9.3199005,0.1369,0,3138.99322564044,3444.7055818785034,3619.577639742978,3779.9618372117675,2700.0017417036047,2233.3489844886094,2083.50290219882,1525.6171838162302,2504.9488506269245,0.0,2924.910531430624,2988.3809772122468,3298.8040986698397
3621,1,215.00267938671976,53.00041617505647,0.5804727101714626,22.761925822876876,22.578580118241888,22.50677021900144,22.454451027141218,22.78144275173466,23.001648212628886,23.087091769374055,23.552339937026943,22.985708853207587,inf,22.75947133309618,22.64503896128598,b'       1',3852,215.00267938671976,53.00041617505647,22.5585,0.0039,0.69235504,0.1298,1.1362,0.0081,0.3009,0.0011,55.812103,0.1103,0,22.8263,0.0021,0.68320197,0.0734,1.1214,0.0052,0.2905,0.0007,55.376503,0.0622,0,2852.5263892612734,3377.286878627198,3608.210885596767,3786.3398225758838,2801.708187713605,2287.392616699039,2114.2838490844574,1377.4125168267472,2321.220827687022,0.0,2858.9823007802083,3092.005465344692,3176.760071615876
3628,1,214.93276420817222,52.95105440129383,0.368587545405476,22.432170572051604,22.170140049279926,21.997378163085166,22.084459064496563,22.62051136198557,22.70190438838049,22.616546547578444,23.566741039445784,22.901148660795535,inf,22.413531242104035,22.252826323067698,b'       1',3859,214.93276420817222,52.95105440129383,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,3,22.572,0.0012,0.066365995,0.0066,4.3317,0.0294,0.9561,0.0023,70.0087,1.8029,0,3864.8422412686227,4919.760715193317,5768.311894178778,5323.734323011327,3249.342232372895,3014.6593481834807,3261.2296412872593,1359.2632783438212,2509.230372211287,0.0,3931.76455483209,4279.814144071687,4558.998725300577
3637,1,214.93903320147572,52.95553744454461,0.6821797545512286,23.214646592873336,22.977406751316572,22.735847448730883,22.50637242180128,22.736197300360267,22.991994915030574,23.048388879876388,24.603421677761954,23.77966115490652,inf,23.183878499334348,23.020621976445582,b'       1',3868,214.93903320147572,52.95553744454461,22.7203,0.0022,0.119688,0.0152,1.2162,0.0124,0.4765,0.002,-11.970501,0.2121,0,22.7444,0.0,0.111714,1e-04,1.1763,0.0002,0.486,0.0,-12.686501,1e-04,0,1879.9286339811515,2339.0381188161273,2921.8708822464982,3609.5331212893434,2920.929533317122,2307.820538188852,2191.0104455659225,523.1561425670828,1117.2118616426694,0.0,1933.9649559493384,1912.5598023217888,2247.7665780590346
